user_pseudo_id,install_date,country_code,ab_test_group,is_ret_target,active_days_count,ltv_ad_accum,ltv_iap_accum,ltv_rw_accum,ltv_is_accum,is_imp_accum,rw_imp_accum,lv_s_accum,lv_e_accum,reach_lv10_target
F4D8ADE34560498FB671B38D5B6DE75D,2026-06-11,PK,0,0,0,0.045163284,0,0.019069545,0.024745233,25,8,44,44,1
1901266B85584353B32B4F45C5C7A341,2026-06-07,HK,1,0,0,0.577238672,0,0.557810764,0,0,2,9,9,0
1083D8C7B14E4F82A5E95DF5FD5E9C12,2026-06-06,EG,0,1,1,0.072847837,0,0,0.0683,2,0,28,28,1
C4869196DE184DD2929B23F311AD7A2A,2026-06-07,US,1,0,0,1.397111386,0,1.373873718,0,0,2,6,6,0
1AB7A48B36934223B2758036450F3A35,2026-06-07,US,1,0,0,0.954260759,0,0.920853209,0,0,1,5,5,0
388364047FA944FABA21921EDAD1DAFE,2026-06-10,JP,1,0,0,0.360169589,0,0.348647115,0,0,3,8,8,0
F2F0F00ADA9648A4AC805207581D9DB7,2026-06-08,FR,1,0,0,0.003484315,0,0,0,0,0,7,7,0
12526F134A884DE8B9DC0DAFC17767CF,2026-06-10,US,0,0,0,0.089197563,0,0,0,0,0,11,11,1
A12CBF2E1E014E309FCBA5917EBE0BB2,2026-06-06,EG,1,0,0,0.000095456,0,0,0,0,0,7,7,0
76BD36E5D2D0449FB7D720A947A77601,2026-06-08,US,0,1,1,12.012439701,0,3.129725775,8.653778153,8,4,27,26,1
28DBAA722C8D42E28B3EEF771E2A2BEB,2026-06-05,CH,0,0,0,1.855571109,0,0,1.846955464,12,0,27,27,1
6DBD6EDCC1984189BD90A9389A550166,2026-06-05,PK,1,0,0,0.005269203,0,0.00441221,0,0,1,11,11,0
DAFAABFDB9E94D3EA2AE8B54FE11CFA5,2026-06-12,CG,1,0,0,0.000231944,0,0,0,0,0,9,9,0
FF07C80946D44E94BF4572AD71C5C0F6,2026-06-12,GB,1,0,0,0.609855736,0,0.355303222,0.232817337,2,3,28,27,1
273B5E19586845C398AC2FA19096AB3C,2026-06-12,US,1,1,1,1.639565403,0,0.432500171,1.142892797,9,3,25,25,1
B73F972FF45845129244B74E140C9A9B,2026-06-11,FR,0,1,1,0,0,0,0,0,0,101,100,1
E1D425595D8B41719EE21FE9F51272EB,2026-06-08,US,0,0,0,0.011416728,0,0,0,0,0,5,5,0
D460DC1F2672460EAFFE93388D5221E7,2026-06-08,US,1,1,1,0.43060065,0,0.13587724,0.252333221,3,1,18,18,1
67F52F8C4DF84833B42B10DBFE4C2FA5,2026-06-06,SN,0,0,0,0.000344635,0,0,0,0,0,6,6,0
7326A9641D3D42C08B057AD7FE1627D2,2026-06-09,US,1,1,1,0.286349111,0,0.240615601,0,0,1,16,15,1
F78BD31D38774DB2886F637978F2920A,2026-06-08,US,1,1,1,0.239850809,0,0.198696365,0,0,1,8,7,0
F9135DA43A9542F680657B24369A3642,2026-06-06,KW,0,0,0,0.002185594,0,0,0,0,0,7,7,0
DA7038F25C8547D5905984744EFA0ABD,2026-06-06,JP,0,1,1,99.840484196,0,40.892506826,53.179497362,18,19,53,53,1
B5BE508957964167838E5009B7B85841,2026-06-06,MM,1,0,0,0.000448524,0,0,0,0,0,17,17,1
91EE4C132AC74C898888D6F2680ED62A,2026-06-06,PK,0,0,0,0,0,0,0,0,0,1,0,0
FE5458FC68DF4AD6928A1C9022D09645,2026-06-05,US,0,1,1,4.769758501,0,0,4.66647354,21,0,35,35,1
4A264915E87B4056AF1F131A3A6DBF3E,2026-06-11,SN,0,0,0,0.011744522,0,0.010873033,0,0,1,16,15,1
1FABA4A3D6074C1A95C59FBA272DC4B5,2026-06-11,US,0,1,1,0.245878059,0,0,0.202586829,10,0,27,26,1
6E5DFECB1934495AAB36639A363AA21E,2026-06-07,TH,1,1,1,5.374043757,0,5.28446936,0,0,3,9,9,0
C4E797D5C55642569544FDFB8BB7FC99,2026-06-06,US,1,1,1,0.892604767,0,0.724598554,0.163724309,4,12,20,20,1
8B03DC1B795F4BA09F7850F88563AF11,2026-06-05,PK,1,1,1,0.002801494,0,0.002436194,0,0,1,14,14,1
F474D660EB2E4A25B4F52BE2A4C78054,2026-06-07,US,0,0,0,7.474620263,0,0,7.399298006,9,0,23,23,1
64D0C26743CF48B3B4751047AC06CD7A,2026-06-06,US,0,1,1,16.683884364,0,0,16.531659503,7,0,21,21,1
BC6C34A1BBAA43B689566B3E4401A32C,2026-06-06,SG,1,0,0,1.105031702,0,0.952380524,0,0,1,10,9,1
A37F4F1867D6487EB8E8C129545B0633,2026-06-10,US,0,0,0,1.968825408,0,0,1.911618842,2,0,16,16,1
92FAB9A0FE31456081FB840172F7E352,2026-06-10,PK,1,1,1,0.003374776,0,0,0.002534158,1,0,25,25,1
3CD3BF2F0F6F4AA4AA1FF498435A6955,2026-06-10,PK,1,1,1,0.008485963,0,0,0.007009224,2,0,19,19,1
F090365AD17748CCB2749F0A373A2569,2026-06-05,UA,1,1,1,0.548603978,0,0.105625,0.423246308,3,1,19,19,1
120DF8F41AB84E85ABEF0E71A9804FCD,2026-06-11,US,1,1,1,0.438467082,0,0,0.410817695,2,0,17,17,1
D8BDC7A39D194DEE9B5A57500F989982,2026-06-12,AU,1,1,1,0.047345852,0,0,0.032785045,1,0,15,15,1
5F890A30E76A4E95B0D881007E00DE9A,2026-06-08,US,1,0,0,5.106397552,0,4.195311035,0,0,1,15,14,1
ECCBEF5679FB448EAEC6514566035359,2026-06-09,US,1,0,0,0.607313168,0,0.594242674,0,0,1,5,5,0
BE1F2BF99EA64FABA6C26019E97E0D9E,2026-06-09,CA,1,0,0,1.021961926,0,0.952380524,0,0,1,5,5,0
CAFF463B16D84A508CCDA51F2AE26C5F,2026-06-06,SN,1,0,0,0.000113598,0,0,0,0,0,4,3,0
C49D70329FA24B48A39D2C9EDB9A805A,2026-06-06,GB,0,0,0,0,0,0,0,0,0,20,20,1
8F3C7103F7E644B99F1589B74921E46B,2026-06-05,US,0,1,1,1.003776659,0,0.887078178,0,0,1,15,15,1
7189F1345DC64EBAB4D529DA17BF4E8A,2026-06-11,SG,0,0,0,0,1.393000007,0,0,0,0,1,1,0
4EBF6780E7444A8EB6055EEAE2C9E261,2026-06-11,US,0,1,1,0.831615064,0,0,0.782538722,11,0,27,27,1
3E184C7B869545FAB9F77F46C316F62D,2026-06-12,US,0,1,1,6.620309936,0,0,6.444110107,2,0,16,16,1
9114438760024E9E84EE333DB5C68C1F,2026-06-12,US,0,1,1,0.761807647,0,0.419598323,0.327737539,18,16,44,43,1
610A44F5EEEC40C8923837CCA8FE1970,2026-06-05,US,1,1,1,0.49628891,0,0,0,0,0,8,7,0
46356FB6B11A4A8D9267D8F6AC900654,2026-06-07,GB,1,0,0,0.0260653,0,0,0,0,0,4,3,0
E28E0AE2EF6D4306803EB09ADF16F9DE,2026-06-05,BJ,0,1,1,0.023557491,0,0.021672977,0,0,3,8,9,1
4E688D12BD97496C8625710909D11E32,2026-06-05,AU,1,1,1,0.301983034,0,0.022611053,0.21545986,20,1,36,36,1
B8BBFE01A7C848008096C594D5DEB019,2026-06-09,TR,0,1,1,0.486755456,0,0.166452223,0.314669325,62,16,88,92,1
115B698F75654F64AAF5D542DA32D365,2026-06-10,US,1,0,0,0.96061227,0,0,0.910750242,2,0,16,16,1
FCE255B60CD4490EB80F9E5803E21EF6,2026-06-09,PK,0,1,1,0.000508418,0,0,0,0,0,12,12,1
01A5FD16B9FA420DA23EF55B33435FB1,2026-06-10,AU,1,0,0,5.002709408,0,5,0,0,1,6,5,0
9063F2E91C854081BDF4DBCB9DDDA136,2026-06-12,US,0,0,0,0.310792377,0,0.295687805,0,0,1,6,5,0
C6705E1F5D254DAB93F341626BE40F8E,2026-06-08,AE,1,0,0,0.212459745,0,0.13509258,0.067169106,2,3,18,18,1
BCE877B5672A46B9ACEB4AECA3793A6C,2026-06-09,NL,0,0,0,0,0,0,0,0,0,2,1,0
67B5DF8F9BE74F0DAFBED1146C6A1CEC,2026-06-05,MX,1,1,1,2.081793038,0,1.386107564,0.686385856,25,26,61,60,1
04B7AB2401A24FFE82A31FB519307009,2026-06-11,US,0,0,0,0.084847249,0,0,0.080031997,2,0,16,16,1
40B4673566B64C84BF46331B313AA54D,2026-06-11,US,1,0,0,1.022047346,0,0,0.92611436,4,0,20,19,1
C2C8322D28A7458699F2E7ABCA92B817,2026-06-11,PK,0,0,0,0.00024315,0,0,0,0,0,5,5,0
93B20F4281A64289890E0D7FDFE29C86,2026-06-07,DK,1,0,0,4.066661706,0,1.236370239,2.783851318,1,1,16,15,1
9375B89091A84F4BBCFD8C74150DACF8,2026-06-07,US,1,0,0,2.725315992,0,2.6477778,0,0,1,5,5,0
EF716EC9ABA24FD1893AAAE8B5AA55EB,2026-06-07,FR,1,0,0,0.431651781,0,0.097365906,0.327446114,7,1,22,21,1
33991A7656004E6495C5846F366A53FA,2026-06-06,PK,0,1,1,0.005499541,0,0,0.0050224,2,0,3,4,1
414E878F1F4240C493605F0D8933E824,2026-06-06,PK,0,1,1,0.004154094,0,0,0.003064157,2,0,27,25,1
F0E43469101A4D8CA0EF89464D06DBF5,2026-06-10,EG,1,0,0,0.000244958,0,0,0,0,0,8,8,0
5C45E8D265EA459FBEDE08667FEBD2C2,2026-06-10,SA,0,0,0,0,0,0,0,0,0,2,1,0
9FF616B3F0CD45959A2E9337FBB10CE1,2026-06-10,SA,0,0,0,0.00314218,0,0,0,0,0,10,9,1
665A251751AE4B5AA9695C0FEC922635,2026-06-05,GB,0,0,0,0.738938861,0,0,0.722413921,24,0,40,39,1
80F0DAE9890F480CB4F75407DA7D945D,2026-06-05,DE,0,0,0,0.418731419,0,0,0.407192108,1,0,15,15,1
6FFA7D9D21E14C21909BDC7B3C25BD08,2026-06-05,CA,1,0,0,0.034329768,0,0,0,0,0,6,5,0
99A69714E9124D8D81B04B907742010A,2026-06-05,JP,0,0,0,0.715070451,0,0,0.474187807,1,0,15,15,1
81F4B3D02E2F477C887F98959941C204,2026-06-12,US,0,0,0,0.791668611,0,0,0.776208954,2,0,16,16,1
8D93E1DB687C4C8899A5674560163DAB,2026-06-12,JP,1,0,0,0.270327997,0,0.035331577,0.218183866,19,1,34,33,1
67A272F1B1474A28A76FA7AA361C1A6D,2026-06-12,BE,0,0,0,0,0,0,0,0,0,1,1,0
9E85D980CE384505BA97C5B8DC948259,2026-06-12,JP,1,0,0,0.009614556,0,0,0,0,0,11,10,1
1342A60252A1410891AA7DEAE3D6C169,2026-06-08,PK,1,0,0,0.000293419,0,0,0,0,0,9,8,0
684B9B137F8243D4A2971A3291F7A307,2026-06-08,US,0,0,0,0.565976676,0,0,0.50125,1,0,15,15,1
A9935FFDF2C548E3BBCBC09243DAF89A,2026-06-09,EG,0,1,1,0.005192673,0,0,0.005065464,2,0,19,19,1
B2075CAD425A4F6EA2911D921C661787,2026-06-08,CA,0,1,1,1.816652449,0,0,1.660285936,6,0,20,20,1
4725CDB1F62F48A1A39E858028DD7FB1,2026-06-06,JP,1,0,0,1.307396686,0,0.952380524,0,0,1,9,8,0
EC309B14CE1645D6A6E3E46DF0DC4386,2026-06-05,US,1,1,1,0.122303223,0,0.0935417,0,0,1,8,8,0
F4B93DDA7DF441CAB790A47A3CBCBDA6,2026-06-06,DE,1,1,1,15.147650317,0,0,15,3,0,17,17,1
18B2E03BF6CB426FAD5746E52F1920A2,2026-06-06,AU,0,1,1,0.098484855,0,0,0.078106132,2,0,16,16,1
BCB704E5485A43D1BC6A64E535CB7674,2026-06-09,US,0,0,0,1.313050025,0,1.296050025,0,0,1,0,0,0
2921142D6D13458281CA0B1AA8C92D14,2026-06-10,US,1,1,1,0.974695762,0,0.554585222,0.357880052,5,8,28,27,1
EA66FDE690944EEC9A7ADF365AC32B00,2026-06-07,DE,1,0,0,3.607429746,0,1.641563598,1.958076881,10,7,26,25,1
4DF7DC5554A9479080AA24A5740D69A9,2026-06-08,MX,0,0,0,0.480527212,0,0,0.418605957,1,0,15,15,1
E3D391308CAC4D69B9938FD38BE0D2D0,2026-06-10,US,0,0,0,0.43276212,0,0,0.414845064,4,0,18,18,1
57411AC77B7C49738C27B61766070E43,2026-06-10,DK,0,1,1,1.926122651,0,1.865315613,0,0,2,7,6,0
A3B7F6A5F6AB454AA9A4BE7B74614479,2026-06-12,DE,0,0,0,0.561813973,0,0.254798798,0.294660922,3,1,17,17,1
E5BA07495ED44D8C8E7B64E568D21EBB,2026-06-12,PK,0,0,0,0.000106197,0,0,0,0,0,11,10,0
49E2ACD515A04147BB7F460402339963,2026-06-12,US,1,0,0,0,0,0,0,0,0,2,1,0
911DA456630B41A18A4866336AA5A668,2026-06-08,US,0,0,0,0.702092592,0,0,0.615593554,2,0,16,16,1
F00B825890CE48D8BFF652B38E997F8C,2026-06-08,US,0,0,0,0.008391646,0,0,0,0,0,7,7,0
DA25FCD847FF473A97EF299442AEA8EC,2026-06-09,BD,0,1,1,0.098971034,0,0,0.096755717,6,0,23,23,1
5D10018627B34817AAF42B9619584039,2026-06-08,US,0,1,1,1.77161893,0,0.630890787,1.10058813,28,5,43,43,1
8A00A2304A264AEFB664074644B5D803,2026-06-06,US,0,0,0,0.29497863,0,0,0.283720495,4,0,19,19,1
E3D065A490A74E3A985347862129ED1C,2026-06-06,US,0,0,0,5.114389451,0,5,0,0,1,6,6,0
22A97964F4F0452984A4DD11C8D5226C,2026-06-06,US,0,0,0,0.952525166,0,0.927008606,0,0,2,7,7,0
2739B7AC5A3D4EC49D54EDD9CE5D7A71,2026-06-06,US,0,0,0,0.02201,0,0,0,0,0,4,4,0
42D1ECA930F348AD9AAD90F7A2DC6981,2026-06-06,US,0,0,0,3.081212469,0,0,2.86827356,3,0,17,17,1
CF4FF710252A4745BED002B091B240B9,2026-06-05,PK,0,1,1,0.00058711,0,0,0,0,0,14,13,1
3AE8866ACAD34FF7BA35B031CDC3D9DE,2026-06-12,DE,1,1,1,0,0,0,0,0,0,2,2,0
86A0FDCF493C4C0F8C74BCA929608DDF,2026-06-07,SN,1,0,0,0,0,0,0,0,0,1,0,0
DB917954067D489AAF01F70609C926B8,2026-06-07,AU,1,0,0,3.744593782,0,1.306694689,2.36969647,4,2,20,20,1
E09C1AAF4E65429F9BBFD142D4E48F20,2026-06-06,US,0,1,1,0.356461461,0,0.120521841,0.219529075,4,2,19,18,1
4169C254965B4B2AA71F4EF66DA86A7B,2026-06-09,US,0,1,1,3.158629444,0,2.83886438,0,0,2,16,15,1
887E6D5BC4FA4B5797B0ECD76CF73EEA,2026-06-10,US,0,0,0,0.224341841,0,0.19837619,0,0,1,15,15,1
77005869600F4CD0A8BF873743B8C032,2026-06-10,SN,1,1,1,0.000497765,0,0,0,0,0,23,22,1
B19B5965BF6846E38EB1FA02FE61FD98,2026-06-05,US,0,0,0,0.029745733,0,0,0,0,0,14,13,1
B7E298261095416F97338FA37BF0A2F5,2026-06-05,SN,0,0,0,0,0,0,0,0,0,2,1,0
3901D0AFADD444D293B0D04826E4BE73,2026-06-12,NL,0,0,0,2.726585336,0,0,2.70512024,5,0,21,21,1
9DC43BCE0F4D4152BD60FE47C285AC9B,2026-06-11,PK,0,1,1,0.065533902,0,0.044493396,0.018715546,1,2,28,27,1
1C7DC2702CE945E48304352A1EB224A9,2026-06-12,US,0,0,0,0.479909525,0,0,0.468562738,10,0,25,25,1
6A393411FC8A4BEB8070E36611A72F79,2026-06-12,DE,0,1,1,0.199805199,0,0.056818019,0.138499657,11,2,26,26,1
CD35B616533B4636BEEDD1BC9272D482,2026-06-08,US,0,0,0,0.902574612,0,0,0.856437569,2,0,16,16,1
D0DADC70FFC54412A17CAA29EA5F1D24,2026-06-08,TH,1,0,0,0.008165532,0,0,0,0,0,8,8,0
E07E81E4F8F8486785AC956296189F5F,2026-06-08,EG,0,1,1,0,0,0,0,0,0,12,12,0
A9D53AEFC6A24E0A80614617623F5FF9,2026-06-08,JP,0,0,0,6.011911112,0,0,5,1,0,15,15,1
22DDD7D4AA6845D68875D60D0C22DD21,2026-06-09,JP,0,0,0,0.047539173,0,0,0,0,0,4,3,0
11C6BB0EC5E848459C6E7B782E9222AA,2026-06-09,US,1,0,0,0.469333699,0,0.409421844,0,0,1,14,13,1
9331BA31EF66441FB6D4326E955ECF3A,2026-06-05,GB,0,1,1,0.2316315,0,0,0.225926468,1,0,72,72,1
8B2AAEF40CF94B4E8630E88EBB61EB48,2026-06-05,US,0,1,1,0.154686211,0,0,0.147117035,1,0,61,61,1
E0AB65D05E5C447BB4A1F732C42BA2DE,2026-06-06,US,1,0,0,0.051446336,0,0,0,0,0,4,3,0
4C5B9FDFB478485ABFCCEA13633A1BA5,2026-06-11,DE,0,1,1,0.434253819,0,0.189492031,0.243322725,45,13,59,59,1
B7A8BAEE7F67495A95D33906CC2EC897,2026-06-11,US,1,0,0,0.627443117,0,0.572091614,0,0,1,14,14,1
786C3939ED3A4D3AA5FA2575B9963714,2026-06-06,PK,1,1,1,0.012852043,0,0.012772643,0,0,1,12,11,1
E3EB3A8D8AFB4746B7BBC03DE4E31D43,2026-06-10,UZ,0,0,0,0.000232434,0,0,0,0,0,6,5,0
A2A1FA6C70C14A8180633F3F3C4C4E4A,2026-06-10,SA,1,1,1,0.152877378,0,0.092790316,0.042113903,1,3,18,17,1
ACEF7E4C427A4D299860125E6BE6A71A,2026-06-08,US,0,1,1,1.816559336,0,0,1.761071397,13,0,30,30,1
06591C53C66B49FBA05B5E627635B3C8,2026-06-10,US,0,0,0,0.836705677,0,0.7545833,0,0,1,10,9,1
E3C62CBCA28C440EA7516AED840D6849,2026-06-05,CG,1,0,0,0.009223921,0,0,0,0,0,7,7,0
E2892718C69E40E5AA01DE83524554BE,2026-06-05,US,1,0,0,3.239714178,0,3.1166667,0,0,1,12,11,1
4B26BBD5ED6D42C09EA9C9538A199B40,2026-06-05,JP,0,0,0,0.001949139,0,0,0,0,0,1,0,0
200D3B2CF1564D8BBB79B4ECC52439D0,2026-06-05,US,1,0,0,0.971910954,0,0.9520833,0,0,1,5,4,0
E7DD973283464E0F84D632AAA090CAD2,2026-06-11,EG,0,1,1,0.00037727,0,0,0,0,0,7,6,0
0B2F145F707A4993BBC607C5FFE8DEFB,2026-06-12,EG,1,0,0,0,0,0,0,0,0,2,1,0
5C9BCFDDF4B74C998866BD32ACFD7CEA,2026-06-09,US,0,0,0,0.721891689,0,0.636560913,0,0,1,13,13,1
147E7E9EDDDB49DD932ECF31758A6626,2026-06-12,US,1,0,0,0.572762272,0,0.252658725,0.251428188,1,1,16,16,1
8A1433C70DBD4FFDA6E7BE028AD7CB6A,2026-06-12,JP,1,0,0,0.092297125,0,0.088425784,0,0,1,5,5,0
385EB0FB549C46FFA9DB1EC3254D30BC,2026-06-12,PK,0,1,1,0.004119652,0,0.003978237,0,0,1,10,9,0
7D871410DAEC42C9A5792670D544D123,2026-06-12,JP,1,1,1,0.521022264,0,0.511289632,0,0,23,31,30,1
A46A5CA8C5DC46179E77E009BC7D6000,2026-06-08,DK,1,0,0,0.084907021,0,0.075702209,0,0,1,10,9,1
F1F8A06FEC104353A917A28E8F5C560A,2026-06-08,PK,0,0,0,0.000318594,0,0,0,0,0,6,5,0
C2E25015397F4EB2B5904D487C408301,2026-06-08,SA,0,1,1,0.328264214,0,0,0.32149762,3,0,18,18,1
8864E8E3901E4EF39659E9CB4D486789,2026-06-08,NZ,0,0,0,0.009055721,0,0,0,0,0,15,14,1
79DE404098DF48459BC2FD79148A7F71,2026-06-09,RU,0,0,0,0.298879812,0,0.296426285,0,0,2,12,12,1
E62A856D43B34ADAAE3DE8FB00DBB2F1,2026-06-06,US,1,0,0,0.023185002,0,0,0,0,0,10,10,0
43F12A8DF66F4A8E8780A17AF4AA54F0,2026-06-11,US,0,0,0,0.863426838,0,0,0.778354888,2,0,16,16,1
68328E778B7343369EEBBB6ABBDBAB18,2026-06-11,US,1,0,0,1.035656952,0,0.314427504,0.701953883,11,3,28,27,1
0A1113FAE243412599209F84A9018AB5,2026-06-10,PK,0,1,1,0.182844682,0,0.027425,0.154004874,7,1,66,66,1
1DDB12F223324DAC8620EA4E70741596,2026-06-11,US,0,1,1,0.403707827,0,0,0.34216684,3,0,17,17,1
349663BAB0444B30A77F6C5066041BC6,2026-06-07,US,1,0,0,1.938796859,0,1.923878737,0,0,7,11,11,1
EDB0692F799A408C85B8455769D33C2A,2026-06-07,GB,1,0,0,0,0,0,0,0,0,1,0,0
79923E1CD9B94DCB8F200C9F48B518BA,2026-06-07,US,0,0,0,1.029983654,0,0,0.893076842,3,0,17,17,1
CD2B23AA82F94240A5B9FCC90A2FEFB9,2026-06-07,IT,0,0,0,0.010558407,0,0,0,0,0,8,8,0
562434C47C3A4E1EBEDE7EABF49C782D,2026-06-05,FR,1,1,1,0.588587826,0,0.209175993,0.376307231,20,7,45,44,1
0DEBC0A920AC402CBA6FA8BF005C3195,2026-06-07,PK,0,0,0,0.000445475,0,0,0,0,0,6,5,0
35A422BD20F041D3B1C91C5D7F12B503,2026-06-06,DE,1,1,1,0.363880973,0,0.024674875,0.323088683,43,2,61,61,1
A80AB948C3A54DCDAF2BCF4F1C9BAB79,2026-06-10,GB,0,0,0,0.645943356,0,0.20109207,0.438562738,5,1,20,20,1
B6039121ADEE40B1B0451C621C924352,2026-06-12,PK,1,0,0,0.008778336,0,0,0.008251594,6,0,21,21,1
55B533B3D3BF4118A96C4A66DE2D6558,2026-06-12,SN,1,0,0,0.008943372,0,0.008588962,0,0,1,6,5,0
66CF95D98BAC435C9FAD597AA400B437,2026-06-08,EG,1,0,0,0.000124909,0,0,0,0,0,2,1,0
4BBC3EC750914A16A64B4FC43B674A6D,2026-06-07,JP,0,1,1,1.477479541,0,0,1.431869218,18,0,32,32,1
BC8412BDEE3044D2991D7BDC31C9C0CC,2026-06-07,US,1,1,1,0.029629754,0,0,0,0,0,7,6,0
25E7648F78DB47EFAA6EE7384FC901E4,2026-06-09,US,0,1,1,0.148194134,0,0,0.138783425,2,0,18,18,1
E29F21197D4B49A2809C90D9CE36F22F,2026-06-05,SN,0,1,1,0.000458852,0,0,0,0,0,18,18,0
DEE8AE2EE99E40068708DDF5BC6DA5DB,2026-06-05,US,1,1,1,16.315780403,0,14.478733642,1.6011111,1,12,20,20,1
26200ED748A64454A1E9377FFAE06563,2026-06-06,US,0,0,0,0.373772366,0,0.126625,0.230728801,2,1,16,16,1
A483DA8219234A65A92B5660AF3DD319,2026-06-12,GB,0,1,1,1.658725031,0,0.470216285,1.148112073,5,2,22,22,1
096B06B7C4144152B0E50F1AAA6675A1,2026-06-06,HK,1,1,1,0.404043377,0,0,0.391773284,3,0,19,18,1
5BB13F1C488446B09B8E8B90168A1BA8,2026-06-07,SN,0,0,0,0.000329754,0,0,0,0,0,12,11,0
0B35436803244E0395BF339E05146258,2026-06-07,SA,0,0,0,0.0019808,0,0,0,0,0,3,3,0
C9C0D7BFF08542A08003E0A16F7B6095,2026-06-07,US,1,1,1,0.777497901,0,0.639681363,0.122417366,1,6,19,18,1
8FADA5BEAAF24E1D85BD42B13576CFD1,2026-06-06,CO,1,1,1,0.238606885,0,0.235597181,0,0,2,18,18,1
8222E39E935F437D9B82B4A220F43C1B,2026-06-10,CA,1,0,0,0.007539691,0,0,0,0,0,4,3,0
2E0D9E306D654023A1E0D367F5B5CE95,2026-06-10,SN,1,1,1,0.003951022,0,0.003855831,0,0,1,7,6,0
13A397C5ED4140068F353F4EF01182A6,2026-06-09,GB,1,1,1,0.698196265,0,0.138691558,0.555942961,12,2,26,26,1
2938C051C3AF440B9AD3ED5807C57A42,2026-06-09,GB,1,1,1,0.404523042,0,0.109796172,0.281762287,23,2,39,40,1
FE0E5B7D885C4FD8AE11A9559D901B8A,2026-06-12,US,1,1,1,0.732894361,0,0.042743683,0.665617888,33,1,50,49,1
861FA00BD96C4FD3B1A271102B39F690,2026-06-12,US,1,0,0,0.310110565,0,0.045274036,0.23820024,4,1,22,22,1
6DFE71D53E1A434CAC8BF1D23ADF6472,2026-06-12,US,1,0,0,0.173336346,0,0,0.156358408,2,0,17,17,1
9FB13895B6E54FDA943DD742F458814B,2026-06-12,JP,0,0,0,0.005291492,0,0,0,0,0,11,11,1
A86277BE3CB94AD7A74D5984C363820D,2026-06-06,GB,0,0,0,0.180971155,0,0.175882796,0,0,1,5,5,0
80F675F41ECE403ABAC35766571EC5B8,2026-06-08,CA,0,1,1,0.67112587,0,0.142520145,0.504479701,24,4,44,43,1
D18A02E3CAFF4944A755C02EBD36B850,2026-06-06,DE,1,0,0,0.026325984,0,0,0,0,0,9,9,0
A0B37578D9FF45DDA66A0EB534FD6151,2026-06-06,US,1,0,0,0.399518416,0,0,0.337516795,1,0,15,15,1
65C0C5D444094D74B3E4C00921DCE79A,2026-06-06,US,0,0,0,0.00345825,0,0,0,0,0,6,6,0
5F34D9DD03FA4F2F9849B41DDED30707,2026-06-07,US,0,0,0,0.535274225,0,0.266911925,0.217962583,2,2,18,18,1
BB799EAB68F84020BED7AC075BE81093,2026-06-07,PK,1,0,0,0.002344914,0,0,0,0,0,11,11,0
C5EA53A55C084931A38892786B7032D4,2026-06-07,PK,0,0,0,0.012792776,0,0,0.01135682,2,0,18,18,1
04FDEDA94C9D426F831C375DB8D34480,2026-06-06,US,1,1,1,0.052709102,0,0,0,0,0,10,9,0
