level,playing_user,funnel_rate,funnel_rate_sanity,avg_attempts,1st_attempts_win,level_pass_rate,level_continue_rate,level_fail_rate,win_dropped_users_cohort,lose_dropped_users_cohort,win_dropped_users_realtime,lose_dropped_users_realtime,avg_booster_usage,avg_progress,ad_revenue,ad_rw_revenue,ad_is_revenue,iap_revenue,arpu,ad_arpu,rw_imp,is_imp,cum_avg_rw_imp,cum_avg_is_imp,paying_user,rw_star_imp,rw_coin_imp,rw_heart_imp,rw_hint_booster_imp,rw_eraser_booster_imp,rw_wand_booster_imp,rw_grid_booster_imp,total_duration,median_duration,win_duration_p50,win_duration_p75,win_duration_p90,win_duration_avg,lose_duration_p50,lose_duration_p75,lose_duration_p90,lose_duration_avg,replay_rate,us_playing_user,de_playing_user,jp_playing_user,ru_playing_user,br_playing_user,tr_playing_user,es_playing_user,fr_playing_user,mx_playing_user,us_rw_imp,de_rw_imp,jp_rw_imp,ru_rw_imp,br_rw_imp,tr_rw_imp,es_rw_imp,fr_rw_imp,mx_rw_imp,us_is_imp,de_is_imp,jp_is_imp,ru_is_imp,br_is_imp,tr_is_imp,es_is_imp,fr_is_imp,mx_is_imp,t1_rw_user,t2_rw_user,t1_is_user,t2_is_user,resource_source_hint,resource_source_wand,resource_source_grid,resource_source_eraser,resource_sink_hint,resource_sink_wand,resource_sink_grid,resource_sink_eraser,avg_res_src_hint,avg_res_src_wand,avg_res_src_grid,avg_res_src_eraser,avg_res_sink_hint,avg_res_sink_wand,avg_res_sink_grid,avg_res_sink_eraser
50,196,0.0898,0.0707,1.39,0.7857,0.9796,0.8854,0.2894,0,2,1,2,0.0037,31.03,7.1192,3.7998,3.2116,0,0.0363,0.0363,78,201,1.2513,9.3742,0,7,2,0,0,0,0,0,43071,150,171,230,291,198.36,57,90,130,63.1,0.199,9,20,8,17,13,10,9,10,2,9,13,4,3,5,5,3,3,2,14,24,9,16,14,8,8,13,1,16,15,35,45,0,3,0,0,0,3,3,1,0.0,0.0153,0.0,0.0,0.0,0.0153,0.0153,0.0051
51,197,0.0876,0.071,1.4,0.7614,0.9746,0.901,0.2899,0,3,0,4,0.0401,28.51,9.946,4.8659,4.8301,0,0.0505,0.0505,70,183,1.2765,9.4402,0,3,1,0,1,3,1,0,54927,181,206,290,387,246.42,58,137,220,89.03,0.2437,10,20,8,18,15,9,8,9,2,7,7,2,4,10,5,2,4,2,11,22,14,14,10,4,8,12,1,10,18,36,41,3,13,0,4,11,15,12,9,0.0152,0.066,0.0,0.0203,0.0558,0.0761,0.0609,0.0457
52,190,0.0858,0.0685,1.16,0.8789,0.9947,0.9153,0.1312,1,0,4,0,0.0,43.14,4.7672,2.3508,2.3003,0,0.0251,0.0251,29,154,1.287,9.4957,0,1,1,0,0,0,0,0,24851,107,113,140,172,123.61,40,69,116,42.83,0.1263,10,20,8,15,15,8,8,9,2,4,3,1,0,2,1,1,2,1,6,21,8,15,14,5,6,8,1,7,7,33,46,0,2,0,0,0,2,0,0,0.0,0.0105,0.0,0.0,0.0,0.0105,0.0,0.0
53,184,0.0851,0.0663,1.07,0.9348,0.9891,0.9505,0.051,2,0,2,0,0.0,43.3,2.4927,0.0791,2.3794,0,0.0135,0.0135,9,152,1.2902,9.5505,0,1,2,0,0,1,0,0,12407,58,60,76,99,66.04,0,50,53,25.5,0.0598,9,20,8,15,14,8,8,9,2,0,0,1,0,0,1,1,1,1,8,21,8,14,11,6,7,8,1,1,4,36,47,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0054,0.0,0.0,0.0,0.0
54,187,0.084,0.0674,1.34,0.8128,0.9947,0.9301,0.248,2,0,4,1,0.0,43.65,4.3851,1.9083,2.3957,0,0.0234,0.0234,57,172,1.3107,9.6125,0,4,1,0,0,0,0,0,34239,133,152,194,227,160.79,48,100,140,62.1,0.2086,11,20,8,17,15,8,8,8,2,7,9,1,3,4,3,2,3,1,9,21,8,16,11,7,8,11,1,13,14,35,49,1,3,0,0,1,3,0,0,0.0053,0.016,0.0,0.0,0.0053,0.016,0.0,0.0
55,177,0.0829,0.0638,1.05,0.9548,1.0,0.9322,0.0432,0,0,0,0,0.0,22.5,1.8675,0.0821,1.7616,0,0.0106,0.0106,6,139,1.3129,9.6626,0,0,1,0,0,0,0,0,10040,52,53,65,79,56.51,0,0,35,4.63,0.0452,8,19,8,14,14,8,8,8,2,2,2,0,0,0,0,1,0,1,5,19,8,12,11,6,6,8,1,3,2,32,44,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.0
56,177,0.0826,0.0638,1.15,0.8983,1.0,0.904,0.1275,0,0,0,0,0.0,38.46,2.522,0.6774,1.7792,0,0.0142,0.0142,21,139,1.3205,9.7127,0,0,1,0,0,0,0,0,28743,126,135,174,218,154.2,13,91,164,49.85,0.1073,8,19,8,14,14,8,8,8,2,4,4,0,1,1,0,1,1,1,5,17,8,12,11,6,7,10,1,7,5,29,45,0,0,1,0,0,0,1,0,0.0,0.0,0.0056,0.0,0.0,0.0,0.0056,0.0
57,177,0.0826,0.0638,1.2,0.9266,1.0,0.9153,0.169,1,0,3,0,0.0,14.06,1.9215,0.0367,1.8548,0,0.0109,0.0109,7,142,1.323,9.7639,0,0,1,0,0,0,0,0,16194,73,80,99,125,88.05,7,20,56,16.94,0.0734,8,19,8,14,14,8,8,8,2,0,0,0,0,0,3,0,1,1,7,19,8,11,10,4,7,9,1,0,5,34,41,0,0,1,0,0,0,1,0,0.0,0.0,0.0056,0.0,0.0,0.0,0.0056,0.0
58,179,0.0815,0.0645,1.64,0.7039,0.9721,0.908,0.3925,4,0,6,1,0.0207,49.72,6.7797,4.2734,2.4056,0,0.0379,0.0379,96,191,1.3576,9.8327,0,4,1,0,0,0,0,0,62496,210,246,316,407,268.73,124,195,259,134.5,0.2793,10,19,8,15,14,8,8,8,2,10,13,5,3,6,10,3,5,1,9,19,8,14,21,4,10,11,2,20,17,33,40,1,5,1,1,1,5,8,2,0.0056,0.0279,0.0056,0.0056,0.0056,0.0279,0.0447,0.0112
59,163,0.0782,0.0588,1.9,0.6135,0.9693,0.9241,0.479,0,0,0,1,0.0131,47.7,9.1095,6.5471,2.3875,0,0.0559,0.0559,116,186,1.3994,9.8998,0,11,1,0,0,0,3,0,68624,183,266,342,421,285.24,94,150,221,159.16,0.362,8,16,7,13,14,7,8,8,2,10,26,3,3,9,8,5,4,13,7,21,7,13,19,6,7,13,4,14,20,27,41,4,15,5,1,5,15,13,2,0.0245,0.092,0.0307,0.0061,0.0307,0.092,0.0798,0.0123
60,159,0.0768,0.0573,1.93,0.5597,0.9245,0.9252,0.5081,0,3,1,5,0.0033,47.81,9.0917,6.5567,2.392,0,0.0572,0.0572,125,202,1.4445,9.9726,0,3,1,0,0,0,1,0,68047,227,308,387,458,320.52,111,194,297,134.17,0.3836,7,16,6,12,14,7,8,8,2,11,24,4,2,8,8,7,15,6,9,22,12,19,21,5,6,17,1,16,23,26,39,2,16,3,0,2,17,8,0,0.0126,0.1006,0.0189,0.0,0.0126,0.1069,0.0503,0.0
61,147,0.0735,0.053,1.1,0.9456,0.9932,0.9315,0.087,1,0,1,0,0.0,19.5,1.4229,0.0063,1.3993,0,0.0097,0.0097,2,117,1.4452,10.0148,0,0,1,0,0,0,0,0,9683,47,50,65,82,64.22,18,24,38,21.93,0.0476,7,16,5,11,13,7,6,7,2,0,1,0,0,0,0,0,0,1,7,15,5,10,10,5,5,7,1,1,1,27,38,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0068,0.0,0.0,0.0
62,166,0.0728,0.0598,1.25,0.8855,0.9639,0.925,0.1981,1,2,1,2,0.0,35.93,3.7199,2.091,1.515,0,0.0224,0.0224,49,126,1.4629,10.0602,0,0,2,0,0,0,0,0,40856,138,147,198,311,216.55,50,163,284,109.17,0.1145,11,18,7,14,12,7,6,7,2,12,5,2,0,4,7,2,1,1,7,15,7,12,8,4,5,7,1,11,12,28,35,0,1,0,0,0,1,1,0,0.0,0.006,0.0,0.0,0.0,0.006,0.006,0.0
63,144,0.0689,0.0519,1.17,0.8819,0.9931,0.9021,0.1479,1,0,2,0,0.0119,47.28,5.4705,3.7448,1.634,0,0.038,0.038,29,121,1.4733,10.1038,0,0,1,0,0,0,0,0,24684,142,149,184,230,158.24,59,112,165,82.24,0.1111,6,15,6,11,12,7,6,7,2,5,13,0,1,1,1,3,1,1,7,13,6,7,9,7,6,7,1,8,8,25,34,0,2,2,0,0,2,4,0,0.0,0.0139,0.0139,0.0,0.0,0.0139,0.0278,0.0
64,149,0.0678,0.0537,1.05,0.9664,1.0,0.9597,0.051,0,0,0,0,0.0,58.38,1.8853,0.0752,1.7763,0,0.0127,0.0127,4,118,1.4748,10.1464,0,0,1,0,0,0,0,0,9132,42,42,52,66,55.41,27,202,267,102.63,0.0336,7,15,6,12,11,7,6,7,2,0,0,0,1,0,1,0,0,1,7,16,6,10,8,4,5,7,1,0,3,28,35,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,151,0.0678,0.0544,2.04,0.5762,0.9404,0.8944,0.5032,2,3,7,4,0.0,60.58,5.0858,3.561,1.3977,0,0.0337,0.0337,109,178,1.5141,10.2105,0,7,2,0,0,0,0,1,56822,168,213,292,400,249.99,103,167,215,126.28,0.4172,7,16,7,11,12,7,7,7,2,10,17,3,1,17,8,9,4,2,4,22,11,10,7,14,6,11,4,15,18,26,31,1,3,3,0,1,4,8,1,0.0066,0.0199,0.0199,0.0,0.0066,0.0265,0.053,0.0066
66,133,0.0631,0.0479,1.23,0.8195,0.985,0.9084,0.1963,0,1,0,1,0.0,52.59,3.5383,1.6688,1.7851,0,0.0266,0.0266,57,104,1.5346,10.248,0,3,2,0,0,0,0,0,32350,191,204,268,356,222.64,78,162,241,99.5,0.1654,6,14,6,7,11,7,7,6,2,5,10,1,1,9,6,3,3,5,4,12,6,7,9,6,6,6,0,11,13,22,29,2,5,3,2,2,6,3,2,0.015,0.0376,0.0226,0.015,0.015,0.0451,0.0226,0.015
67,131,0.0627,0.0472,1.14,0.9008,1.0,0.8855,0.1208,0,0,0,0,0.0,45.61,1.6423,0.249,1.3522,0,0.0125,0.0125,13,104,1.5393,10.2855,0,1,2,0,0,0,0,0,16960,110,118,140,175,121.83,46,90,118,55.56,0.0992,6,14,6,7,11,7,6,6,2,1,3,0,0,3,1,1,1,1,6,14,7,6,8,6,4,7,1,4,6,25,30,0,1,0,0,0,1,0,0,0.0,0.0076,0.0,0.0,0.0,0.0076,0.0,0.0
68,137,0.0627,0.0494,1.07,0.9343,0.9854,0.9333,0.0612,0,0,0,1,0.0,44.89,1.7321,0.0112,1.6843,0,0.0126,0.0126,5,104,1.5411,10.323,0,0,2,0,0,0,0,0,12657,68,69,88,108,90.32,33,48,140,41.44,0.0657,8,14,6,9,11,7,6,6,2,0,1,0,0,0,0,0,0,1,6,13,6,6,9,5,5,5,1,1,1,25,31,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,130,0.0624,0.0469,1.37,0.7769,0.9923,0.938,0.2753,0,0,1,1,0.0056,45.47,2.9744,1.4809,1.4272,0,0.0229,0.0229,40,122,1.5555,10.367,0,4,2,0,1,0,0,0,29152,154,191,230,280,198.41,57,99,141,72.59,0.2231,6,14,6,7,11,7,6,6,2,4,10,2,1,4,4,1,0,2,6,14,6,6,10,7,4,8,2,11,9,24,29,1,1,0,0,1,1,2,0,0.0077,0.0077,0.0,0.0,0.0077,0.0077,0.0154,0.0
70,130,0.0616,0.0469,3.42,0.4077,0.9077,0.9322,0.7191,1,3,1,6,0.0046,45.73,10.0438,7.6141,2.1266,0,0.0773,0.0773,220,258,1.6348,10.46,0,28,3,0,0,0,2,0,110601,215,406,511,734,439.44,142,273,407,183.58,0.5692,6,13,6,7,11,7,6,6,2,23,31,5,6,17,23,9,17,4,7,22,10,16,15,11,7,25,3,15,23,25,27,5,24,6,3,9,26,11,7,0.0385,0.1846,0.0462,0.0231,0.0692,0.2,0.0846,0.0538
71,124,0.0588,0.0447,1.15,0.879,0.9758,0.8678,0.1329,0,1,0,1,0.0,39.37,1.2631,0.1732,1.0559,0,0.0102,0.0102,12,98,1.6391,10.4953,0,2,3,0,0,0,0,0,15386,96,98,133,163,114.88,52,99,265,72.16,0.1129,8,13,5,9,10,6,6,4,2,1,2,0,1,2,0,0,0,1,6,11,5,8,6,4,6,4,1,3,4,22,28,0,1,0,0,0,1,0,0,0.0,0.0081,0.0,0.0,0.0,0.0081,0.0,0.0
72,116,0.0584,0.0418,1.03,0.9655,1.0,0.9397,0.0417,0,0,0,0,0.0,51.2,1.1978,0.0183,1.1541,0,0.0103,0.0103,6,85,1.6413,10.526,0,1,4,0,0,0,0,0,6856,55,56,66,80,57.31,51,51,72,41.6,0.0345,5,12,5,7,10,6,6,4,2,0,1,0,0,0,1,1,0,1,5,11,5,6,6,3,4,4,1,1,3,21,24,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,119,0.0584,0.0429,1.55,0.6975,0.9832,0.9231,0.3641,0,0,1,1,0.0054,55.76,2.0695,0.85,1.1228,0,0.0174,0.0174,70,115,1.6665,10.5674,0,10,4,0,0,0,0,0,37086,180,209,261,338,222.03,106,172,239,165.79,0.2941,6,12,5,7,10,7,6,4,2,6,10,0,1,7,12,6,4,3,5,12,5,10,8,6,5,4,2,11,16,20,26,4,4,2,0,5,5,5,0,0.0336,0.0336,0.0168,0.0,0.042,0.042,0.042,0.0
74,118,0.0573,0.0425,2.82,0.5,0.9407,0.9459,0.6577,0,3,0,5,0.0211,45.44,5.5352,3.8812,1.4721,0,0.0469,0.0469,150,163,1.7206,10.6262,0,13,4,0,1,0,2,0,79054,219,391,498,664,416.39,106,232,360,148.03,0.4746,7,11,5,8,10,5,6,4,2,20,13,4,4,9,20,7,2,7,7,18,7,16,8,7,3,5,1,14,17,20,24,1,7,1,1,2,10,9,3,0.0085,0.0593,0.0085,0.0085,0.0169,0.0847,0.0763,0.0254
75,126,0.0552,0.0454,1.9,0.6429,0.9683,0.9262,0.4728,0,1,0,1,0.0042,41.24,5.5231,3.8111,1.5543,0,0.0438,0.0438,104,127,1.7581,10.672,0,15,4,0,2,0,0,0,59270,209,334,400,491,365.04,107,160,220,120.71,0.3571,9,12,4,10,9,6,6,4,2,11,26,3,1,10,2,6,1,1,6,11,4,9,7,3,6,8,1,16,10,20,26,4,9,3,0,5,9,5,0,0.0317,0.0714,0.0238,0.0,0.0397,0.0714,0.0397,0.0
76,110,0.0534,0.0397,1.17,0.9,0.9909,0.9174,0.1473,0,0,0,0,0.0,42.26,1.0354,0.0685,0.933,0,0.0094,0.0094,6,83,1.7603,10.7019,0,0,4,0,0,0,0,0,12505,96,97,121,143,103.36,51,67,168,65.21,0.0909,5,11,4,8,7,5,6,4,2,1,1,0,0,0,0,0,0,1,4,11,4,6,6,3,5,3,1,2,1,18,24,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,113,0.0534,0.0407,1.11,0.885,0.9646,0.9541,0.128,0,0,0,0,0.0,15.88,0.7112,0.0144,0.6735,0,0.0063,0.0063,6,82,1.7624,10.7314,0,0,5,0,0,0,0,0,9885,70,74,99,121,87.49,17,29,69,21.81,0.0796,5,11,4,8,7,6,6,3,2,0,1,0,0,0,0,0,1,1,4,9,4,6,6,3,5,2,1,1,2,17,23,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,123,0.0519,0.0443,1.56,0.8537,0.9593,0.9153,0.3333,1,0,1,0,0.0052,26.89,2.5097,0.2689,2.1429,0,0.0204,0.0204,33,105,1.7743,10.7693,0,1,3,0,0,0,0,0,27130,118,135,193,306,170.12,43,121,245,86.33,0.1707,8,12,5,10,7,5,6,4,2,2,3,0,0,1,0,1,1,1,13,11,5,9,4,3,5,4,1,4,4,20,24,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0081,0.0,0.0
79,110,0.0497,0.0397,1.08,0.9273,0.9909,0.9174,0.084,0,0,1,0,0.0,36.9,1.3004,0.5815,0.6884,0,0.0118,0.0118,10,80,1.7779,10.7981,0,1,4,0,0,0,0,0,15036,101,102,133,159,134.46,22,54,105,38,0.0636,5,11,4,8,7,5,6,4,2,2,1,0,0,1,0,0,0,1,4,10,4,6,6,3,5,4,1,3,2,18,24,0,1,0,0,0,1,1,0,0.0,0.0091,0.0,0.0,0.0,0.0091,0.0091,0.0
80,112,0.0494,0.0404,6.41,0.3304,0.8661,0.8351,0.8552,0,5,3,13,0.083,31.66,8.1197,5.3591,2.3734,4.6154,0.1137,0.0725,334,326,1.8983,10.9156,1,82,6,0,8,0,5,0,201327,128,747,917,1099,800.87,99,252,463,201.37,0.6518,5,10,4,8,8,5,7,4,2,17,33,12,4,57,44,28,13,6,7,19,15,6,20,10,16,7,1,13,23,17,24,15,41,10,5,25,50,42,10,0.1339,0.3661,0.0893,0.0446,0.2232,0.4464,0.375,0.0893
81,101,0.0436,0.0364,1.36,0.8812,0.9901,0.93,0.2482,0,0,0,0,0.0,18.74,1.2497,0.0504,1.174,0,0.0124,0.0124,6,85,1.9005,10.9463,0,0,3,0,0,0,0,0,9407,53,57,71,108,77.5,17,37,72,41.91,0.1188,6,8,4,10,8,4,6,3,2,0,0,1,0,0,1,0,0,1,5,8,4,6,8,1,5,3,1,1,2,17,23,0,1,0,0,0,1,1,1,0.0,0.0099,0.0,0.0,0.0,0.0099,0.0099,0.0099
82,94,0.0436,0.0339,1.18,0.8936,0.9787,0.913,0.1532,0,0,1,1,0.0,39.41,0.9403,0.0996,0.8131,0,0.01,0.01,20,70,1.9077,10.9715,0,0,2,0,0,0,1,0,13571,109,119,153,206,137.86,48,72,130,52.24,0.0957,4,8,4,8,8,4,5,3,2,0,2,2,0,0,0,2,3,1,4,8,3,5,6,2,6,2,1,2,4,15,20,1,2,0,1,1,2,0,1,0.0106,0.0213,0.0,0.0106,0.0106,0.0213,0.0,0.0106
83,91,0.0425,0.0328,1.09,0.9231,0.989,0.9333,0.0707,0,0,1,0,0.0102,44.43,0.9855,0.1658,0.8009,0,0.0108,0.0108,11,67,1.9117,10.9957,0,1,1,0,2,0,0,0,11068,106,106,128,172,114.32,114,128,134,95,0.0769,4,8,4,8,8,4,5,2,2,1,3,2,0,0,0,1,0,1,3,9,4,4,5,2,4,2,1,4,2,15,18,1,1,0,0,1,1,0,0,0.011,0.011,0.0,0.0,0.011,0.011,0.0,0.0
84,87,0.0418,0.0314,1.05,0.954,1.0,0.931,0.044,0,0,0,0,0.0,0.0,0.7656,0.0192,0.7305,0,0.0088,0.0088,2,65,1.9124,11.0191,0,0,1,0,0,0,0,0,4727,48,48,60,80,54.07,0,1,22,5.75,0.046,4,8,4,8,7,4,5,2,2,0,0,1,0,0,0,0,0,1,4,6,3,6,6,2,4,2,1,1,1,13,21,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0115,0.0
85,94,0.0418,0.0339,1.11,0.9362,1.0,0.9362,0.0865,0,0,0,0,0.0,60.89,1.0104,0.0743,0.9142,0,0.0107,0.0107,3,76,1.9135,11.0465,0,0,1,0,0,0,0,0,9509,66,66,83,171,90.75,129,165,222,98.67,0.0745,6,8,4,10,7,4,5,2,2,0,1,1,0,0,0,0,0,1,5,7,3,8,7,2,4,2,1,2,1,15,24,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,88,0.0418,0.0317,1.51,0.8068,0.9886,0.931,0.3383,0,0,0,0,0.0076,35.8,1.321,0.3919,0.8932,0,0.015,0.015,30,76,1.9243,11.0739,0,6,2,0,0,0,0,0,19922,148,177,217,266,186.37,76,124,146,82.4,0.1818,4,8,4,8,7,4,5,2,2,2,2,4,0,0,2,5,0,4,4,9,4,9,10,2,4,2,0,5,5,15,21,0,0,2,1,0,0,2,2,0.0,0.0,0.0227,0.0114,0.0,0.0,0.0227,0.0227
87,88,0.0418,0.0317,1.22,0.8523,1.0,0.9659,0.1776,0,0,1,0,0.028,34.63,0.9735,0.2371,0.7121,0,0.0111,0.0111,19,68,1.9311,11.0984,0,3,2,0,0,0,0,0,10979,97,111,139,160,115.77,35,68,113,41.63,0.1477,4,8,4,8,7,4,5,2,2,2,2,2,0,0,2,2,0,1,3,7,3,6,11,2,5,2,0,4,4,12,21,0,1,0,1,0,2,1,1,0.0,0.0114,0.0,0.0114,0.0,0.0227,0.0114,0.0114
88,94,0.0415,0.0339,1.16,0.9468,1.0,0.9362,0.1193,0,0,0,0,0.0,31.54,1.0794,0.1956,0.859,0,0.0115,0.0115,7,71,1.9337,11.124,0,1,1,0,0,0,0,0,12234,80,81,102,224,116.15,52,120,194,83.38,0.0532,6,9,4,9,7,4,5,2,1,2,1,0,0,0,0,0,0,1,5,8,4,7,7,2,4,2,0,3,1,16,22,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,86,0.0407,0.031,1.01,0.9884,1.0,0.9767,0.0115,0,0,0,0,0.0,42.0,0.7401,0.0188,0.7078,0,0.0086,0.0086,4,67,1.9351,11.1482,0,2,1,0,0,0,0,0,6403,72,72,87,100,74.45,0,0,0,0,0.0116,4,8,4,8,7,4,5,2,1,0,0,0,0,2,0,0,0,1,4,7,4,6,7,2,4,2,0,0,2,15,21,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116,0.0
90,86,0.0407,0.031,3.55,0.3721,0.9302,0.925,0.7246,0,0,2,4,0.0166,45.16,5.1235,3.5669,1.3389,9.2354,0.167,0.0596,236,137,2.0202,11.1975,1,75,1,0,0,0,1,0,80405,192,505,639,754,535.11,129,249,394,170.12,0.6163,4,8,4,8,7,4,5,2,1,14,29,18,8,42,13,15,3,3,6,11,8,18,19,2,3,7,0,12,17,15,20,2,31,1,4,3,33,3,2,0.0233,0.3605,0.0116,0.0465,0.0349,0.3837,0.0349,0.0233
91,79,0.0379,0.0285,1.01,0.9873,1.0,0.9494,0.0125,0,0,0,0,0.0,21.0,0.8478,0.0993,0.7304,0,0.0107,0.0107,5,62,2.022,11.2199,0,0,1,0,0,0,0,0,7413,73,74,93,145,93.32,41,41,41,41,0.0127,4,6,4,7,7,3,5,2,1,1,0,0,0,0,0,0,0,1,3,5,4,5,7,2,4,2,0,1,1,12,20,0,1,0,0,0,1,0,0,0.0,0.0127,0.0,0.0,0.0,0.0127,0.0,0.0
92,98,0.0379,0.0353,1.62,0.6531,0.9286,0.9121,0.3774,0,0,0,0,0.0188,36.62,1.6659,0.5106,1.0814,0,0.017,0.017,42,89,2.0371,11.252,0,11,1,0,0,0,2,0,32424,190,232,276,394,268.42,49,129,251,93.03,0.3265,5,9,5,11,8,3,7,2,1,3,3,7,1,0,3,4,1,3,4,14,4,11,9,1,8,2,0,8,7,15,24,0,4,0,0,0,5,0,0,0.0,0.0408,0.0,0.0,0.0,0.051,0.0,0.0
93,78,0.0321,0.0281,1.28,0.8462,1.0,0.9103,0.22,0,0,0,0,0.02,42.95,1.3789,0.53,0.7852,0,0.0177,0.0177,32,62,2.0487,11.2743,0,6,1,0,0,0,1,0,23307,209,228,302,389,275.35,82,151,184,83.18,0.1538,4,6,4,7,7,3,5,2,1,4,4,5,1,0,0,4,0,2,4,6,4,5,7,2,4,3,0,9,5,13,20,0,1,0,0,0,2,0,0,0.0,0.0128,0.0,0.0,0.0,0.0256,0.0,0.0
94,85,0.0321,0.0306,1.21,0.8588,1.0,0.9412,0.165,0,0,0,0,0.0194,30.59,1.6128,0.618,0.9468,0,0.019,0.019,20,62,2.0559,11.2967,0,2,2,0,0,1,0,0,16471,128,134,171,289,175.64,20,76,179,80.35,0.1412,5,6,4,9,7,3,5,2,1,1,3,0,1,1,0,0,0,1,5,4,4,5,6,2,4,2,0,2,3,13,18,0,1,1,2,0,1,1,2,0.0,0.0118,0.0118,0.0235,0.0,0.0118,0.0118,0.0235
95,79,0.0314,0.0285,1.22,0.8101,0.962,0.9211,0.1771,0,0,0,0,0.0106,54.47,1.6576,1.2372,0.3784,0,0.021,0.021,24,69,2.0645,11.3216,0,4,1,0,0,0,1,0,21955,191,210,253,305,255.62,154,181,313,133.65,0.1646,4,6,4,8,7,3,5,2,1,2,4,1,1,1,0,3,0,2,3,5,5,9,8,2,4,2,0,6,6,11,20,0,2,0,0,0,2,0,0,0.0,0.0253,0.0,0.0,0.0,0.0253,0.0,0.0
96,78,0.0306,0.0281,1.08,0.9615,0.9872,0.9221,0.0833,0,0,1,0,0.0,10.86,0.3754,0.1169,0.2487,0,0.0048,0.0048,6,60,2.0667,11.3432,0,0,1,0,0,0,0,0,5653,64,65,84,97,71.97,12,22,34,15.86,0.0385,3,6,4,7,7,3,5,2,1,2,2,0,0,0,0,0,0,1,2,5,4,4,7,2,4,2,0,4,1,11,19,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,76,0.0303,0.0274,1.03,0.9737,1.0,0.9079,0.0256,0,0,0,0,0.0,58.0,0.3602,0.0557,0.2926,0,0.0047,0.0047,6,60,2.0689,11.3648,0,0,2,0,0,0,0,0,7042,87,87,102,120,91.36,43,56,56,49.5,0.0263,2,6,4,6,7,3,5,2,1,1,0,0,0,0,0,0,0,1,2,5,4,6,7,2,4,2,0,1,1,11,21,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,80,0.0303,0.0288,1.11,0.925,1.0,0.9875,0.1011,0,0,0,0,0.0111,42.78,0.6146,0.1875,0.4059,0,0.0077,0.0077,4,63,2.0703,11.3875,0,0,1,0,0,0,1,0,5996,40,40,50,80,65.65,65,103,241,75.33,0.0625,4,6,4,8,7,3,5,2,1,1,0,0,1,0,0,0,1,1,3,5,4,10,7,1,4,2,0,1,3,12,21,0,1,0,0,0,1,0,0,0.0,0.0125,0.0,0.0,0.0,0.0125,0.0,0.0
99,74,0.0285,0.0267,1.49,0.7162,1.0,0.9189,0.3273,0,0,0,0,0.0091,60.19,0.9634,0.5079,0.4249,0,0.013,0.013,57,75,2.0908,11.4146,0,30,1,0,0,0,1,0,21257,199,223,266,301,230.93,103,174,225,115.78,0.2838,2,5,4,6,7,3,5,2,1,4,5,2,2,4,7,2,2,5,3,6,4,8,11,2,6,1,0,6,9,10,19,0,2,0,0,0,2,1,0,0.0,0.027,0.0,0.0,0.0,0.027,0.0135,0.0
100,76,0.0285,0.0274,2.09,0.5526,0.9737,0.9459,0.5283,0,1,0,1,0.019,40.56,1.4931,1.0121,0.4242,0,0.0196,0.0196,104,92,2.1283,11.4477,0,47,1,1,0,0,1,0,40795,243,346,434,593,386.31,134,185,321,145.33,0.4342,2,6,4,7,7,3,5,2,1,5,6,18,2,13,5,9,3,2,1,6,8,5,10,2,7,3,0,7,14,10,20,3,1,1,0,3,1,2,0,0.0395,0.0132,0.0132,0.0,0.0395,0.0132,0.0263,0.0
101,73,0.0274,0.0263,1.22,0.8493,1.0,0.9178,0.1798,0,0,0,0,0.0225,39.62,0.5017,0.1896,0.3006,0,0.0069,0.0069,28,67,2.1384,11.4719,0,7,1,0,1,2,1,0,15671,168,184,237,300,192.88,88,144,194,99.44,0.1507,1,6,3,7,7,3,5,2,1,0,5,1,0,0,0,2,0,2,1,6,3,7,8,2,4,2,0,4,3,9,20,1,3,0,2,1,4,0,2,0.0137,0.0411,0.0,0.0274,0.0137,0.0548,0.0,0.0274
