level,playing_user,funnel_rate,funnel_rate_sanity,avg_attempts,1st_attempts_win,level_pass_rate,level_continue_rate,level_fail_rate,win_dropped_users_cohort,lose_dropped_users_cohort,win_dropped_users_realtime,lose_dropped_users_realtime,avg_booster_usage,avg_progress,ad_revenue,ad_rw_revenue,ad_is_revenue,iap_revenue,arpu,ad_arpu,rw_imp,is_imp,cum_avg_rw_imp,cum_avg_is_imp,paying_user,rw_star_imp,rw_coin_imp,rw_heart_imp,rw_hint_booster_imp,rw_eraser_booster_imp,rw_wand_booster_imp,rw_grid_booster_imp,total_duration,median_duration,win_duration_p50,win_duration_p75,win_duration_p90,win_duration_avg,lose_duration_p50,lose_duration_p75,lose_duration_p90,lose_duration_avg,replay_rate,us_playing_user,de_playing_user,jp_playing_user,ru_playing_user,br_playing_user,tr_playing_user,es_playing_user,fr_playing_user,mx_playing_user,us_rw_imp,de_rw_imp,jp_rw_imp,ru_rw_imp,br_rw_imp,tr_rw_imp,es_rw_imp,fr_rw_imp,mx_rw_imp,us_is_imp,de_is_imp,jp_is_imp,ru_is_imp,br_is_imp,tr_is_imp,es_is_imp,fr_is_imp,mx_is_imp,t1_rw_user,t2_rw_user,t1_is_user,t2_is_user,resource_source_hint,resource_source_wand,resource_source_grid,resource_source_eraser,resource_sink_hint,resource_sink_wand,resource_sink_grid,resource_sink_eraser,avg_res_src_hint,avg_res_src_wand,avg_res_src_grid,avg_res_src_eraser,avg_res_sink_hint,avg_res_sink_wand,avg_res_sink_grid,avg_res_sink_eraser
167,31,0.0119,0.0112,1.26,0.7742,1.0,0.9677,0.2308,0,0,0,0,0.025,59.33,0.1142,0.0289,0.0819,0,0.0037,0.0037,9,27,2.695,12.4293,0,5,0,0,0,0,1,0,6408,150,158,201,254,180.52,89,123,184,90.22,0.1935,0,1,3,2,6,2,0,1,1,0,0,0,0,3,0,0,0,3,0,1,3,0,5,1,0,1,1,0,4,4,8,0,1,0,0,0,1,0,0,0.0,0.0323,0.0,0.0,0.0,0.0323,0.0,0.0
168,31,0.0119,0.0112,1.16,0.8387,1.0,0.9355,0.1389,0,0,0,0,0.0,69.0,0.1258,0.0332,0.0825,0,0.0041,0.0041,18,26,2.7015,12.4387,0,9,1,0,0,0,0,0,6784,178,184,223,254,187.1,110,288,421,196.8,0.1613,0,1,3,2,6,2,0,1,1,0,0,1,0,4,0,0,0,0,0,1,3,2,6,1,0,1,1,1,2,4,10,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0323,0.0,0.0,0.0
169,31,0.0119,0.0112,1.68,0.7097,1.0,0.9355,0.4038,0,0,0,0,0.0385,37.67,0.2203,0.1281,0.0832,0,0.0071,0.0071,43,26,2.717,12.4481,0,26,1,0,1,0,2,0,14658,270,412,509,682,423.03,0,84,218,73.52,0.2903,0,1,3,2,6,2,0,1,1,0,2,2,0,9,0,0,0,1,0,1,3,1,6,2,0,1,1,2,4,4,11,0,1,0,0,0,1,0,0,0.0,0.0323,0.0,0.0,0.0,0.0323,0.0,0.0
170,31,0.0119,0.0112,1.03,0.9677,1.0,0.9355,0.0313,0,0,0,0,0.0,20.0,0.0846,0.0073,0.076,0,0.0027,0.0027,3,23,2.7181,12.4564,0,2,0,0,0,0,0,0,2319,70,71,97,111,74.06,23,23,23,23,0.0323,0,1,3,2,6,2,0,1,1,0,0,0,0,1,0,0,0,1,0,1,3,1,5,1,0,1,1,0,2,4,9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,31,0.0119,0.0112,1.1,0.8387,0.9355,1.0,0.1176,0,0,0,1,0.0,59.5,0.0804,0.0047,0.073,0,0.0026,0.0026,2,24,2.7188,12.465,0,1,0,0,0,0,0,0,3281,69,72,101,136,108.48,1,47,87,33.75,0.0968,0,1,3,2,6,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,5,0,0,1,1,0,0,4,8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,30,0.0115,0.0108,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0333,,0.0815,0.0031,0.0744,0,0.0027,0.0027,2,23,2.7195,12.4733,0,1,0,0,0,0,1,0,3045,93,93,109,130,101.5,0,0,0,0,0.0,0,1,3,2,6,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,3,1,5,0,0,1,1,0,1,4,8,0,1,0,0,0,1,0,0,0.0,0.0333,0.0,0.0,0.0,0.0333,0.0,0.0
173,30,0.0115,0.0108,1.03,0.9667,1.0,0.9667,0.0323,0,0,0,0,0.0,28.0,0.0874,0.0099,0.0718,0,0.0029,0.0029,5,26,2.7213,12.4827,0,4,0,0,0,0,0,0,5785,133,133,185,205,189.13,111,111,111,111,0.0333,0,1,3,2,6,1,0,1,1,0,0,0,0,2,0,0,0,0,0,1,3,1,6,0,0,1,1,0,1,4,9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,30,0.0115,0.0108,1.4,0.8,1.0,0.9,0.2857,0,0,0,0,0.0,38.67,0.1412,0.0736,0.0598,0,0.0047,0.0047,17,27,2.7275,12.4924,0,10,0,0,0,0,1,0,6493,153,160,225,277,190.6,27,107,175,64.58,0.2,0,1,3,2,6,1,0,1,1,0,2,0,0,3,0,0,0,0,0,0,3,0,5,0,0,1,1,1,1,3,7,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0
175,30,0.0115,0.0108,1.07,0.9333,1.0,0.9333,0.0625,1,0,1,0,0.0313,50.5,0.1066,0.0325,0.0714,0,0.0036,0.0036,10,23,2.7311,12.5007,0,7,1,0,1,0,0,0,5123,151,155,215,251,170.77,0,0,0,0,0.0667,0,1,3,2,6,1,0,1,1,0,0,1,0,3,0,0,0,1,0,1,3,1,6,0,0,1,0,1,2,4,8,1,0,0,0,1,0,0,0,0.0333,0.0,0.0,0.0,0.0333,0.0,0.0,0.0
176,29,0.0112,0.0105,1.03,0.9655,1.0,0.931,0.0333,0,0,0,0,0.0,45.0,0.0486,0.0041,0.0422,0,0.0017,0.0017,1,23,2.7314,12.509,0,0,1,0,0,0,0,0,2077,61,63,78,100,69.55,60,60,60,60,0.0345,0,1,2,2,6,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,1,6,0,0,1,0,0,1,3,8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,29,0.0112,0.0105,1.0,1.0,1.0,0.9655,0.0,0,0,0,0,0.0,,0.051,0.0117,0.0356,0,0.0018,0.0018,4,21,2.7329,12.5166,0,1,2,0,0,0,0,0,2918,96,96,111,167,100.62,0,0,0,0,0.0,0,1,2,2,6,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,1,6,0,0,1,0,0,1,3,8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,29,0.0112,0.0105,1.03,0.9655,1.0,0.9655,0.0333,0,0,0,0,0.0,57.0,0.0494,0.0112,0.0369,0,0.0017,0.0017,4,21,2.7343,12.5242,0,1,2,0,0,0,0,0,1970,56,60,78,97,66.45,43,43,43,43,0.0345,0,1,2,2,6,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,1,6,0,0,1,0,0,1,3,8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,29,0.0112,0.0105,3.21,0.5172,0.8621,0.92,0.7097,0,0,0,4,0.1978,35.55,0.3439,0.2659,0.0633,0,0.0119,0.0119,98,35,2.7696,12.5368,0,73,2,0,0,0,7,0,30303,185,629,970,1307,795.92,57,239,415,157.65,0.5172,0,1,2,2,6,1,0,1,1,0,1,15,0,22,0,0,3,5,0,1,2,5,12,0,0,1,0,3,6,3,6,0,10,0,0,0,16,1,0,0.0,0.3448,0.0,0.0,0.0,0.5517,0.0345,0.0
180,25,0.0097,0.009,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0463,0.0092,0.0363,0,0.0019,0.0019,4,16,2.7711,12.5425,0,1,2,0,0,0,0,0,1716,64,64,83,97,68.64,0,0,0,0,0.0,0,1,2,2,5,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,2,1,3,0,0,1,0,0,2,3,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,25,0.0097,0.009,1.08,0.92,1.0,0.92,0.0741,0,0,0,0,0.0,50.5,0.0506,0.0204,0.0298,0,0.002,0.002,9,17,2.7743,12.5487,0,5,3,0,0,0,0,0,3808,138,139,158,218,146.16,17,137,137,77,0.08,0,1,2,2,5,1,0,1,1,0,0,0,0,4,0,0,0,1,0,1,2,2,4,0,0,1,0,0,2,3,6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,25,0.0097,0.009,1.0,1.0,1.0,0.92,0.0,0,0,0,0,0.0,,0.0366,0.0102,0.0254,0,0.0015,0.0015,3,15,2.7754,12.5541,0,0,3,0,0,0,0,0,1493,53,53,57,100,59.72,0,0,0,0,0.0,0,1,2,2,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,0,3,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,25,0.0097,0.009,1.0,1.0,1.0,0.84,0.0,0,0,1,0,0.0,,0.0443,0.0136,0.03,0,0.0018,0.0018,4,17,2.7769,12.5602,0,1,3,0,0,0,0,0,2637,94,94,111,146,105.48,0,0,0,0,0.0,0,1,2,2,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,1,4,0,0,1,0,0,1,3,6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,24,0.0094,0.0087,1.42,0.7083,0.9583,1.0,0.2941,0,0,0,0,0.0,46.1,0.0866,0.0561,0.0212,0,0.0036,0.0036,18,18,2.7833,12.5667,0,8,3,0,0,0,0,0,6659,203,258,341,347,263.35,25,129,142,60.2,0.25,0,1,2,1,5,1,0,1,1,0,0,3,0,0,0,0,0,1,0,1,1,1,4,0,0,1,0,1,1,2,6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,23,0.009,0.0083,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0421,0.0139,0.0235,0,0.0018,0.0018,4,17,2.7848,12.5728,0,2,2,0,0,0,0,0,2466,106,106,132,134,107.22,0,0,0,0,0.0,0,1,1,1,5,1,0,1,1,0,0,0,0,2,0,0,0,1,0,1,1,1,4,0,0,1,0,0,2,2,6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,23,0.009,0.0083,1.04,0.9565,1.0,0.913,0.0417,0,0,0,0,0.0,52.0,0.0308,0.0053,0.0226,0,0.0013,0.0013,2,15,2.7855,12.5782,0,0,2,0,0,0,0,0,1470,66,66,75,79,63.91,0,0,0,0,0.0435,0,1,1,1,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,4,0,0,1,0,0,1,2,6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,23,0.009,0.0083,1.13,0.8696,1.0,0.9565,0.1154,0,0,0,0,0.0,42.67,0.0344,0.01,0.022,0,0.0015,0.0015,3,17,2.7866,12.5844,0,2,1,0,0,0,0,0,2661,91,95,106,124,114,18,21,21,13,0.1304,0,1,1,1,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,5,0,0,1,0,0,1,2,7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,23,0.009,0.0083,1.04,0.9565,1.0,0.9565,0.0417,0,0,0,0,0.0,93.0,0.0381,0.0091,0.0282,0,0.0017,0.0017,3,19,2.7877,12.5912,0,0,2,0,0,0,0,0,2171,78,78,93,130,90.48,90,90,90,90,0.0435,0,1,1,1,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,5,0,0,1,0,0,1,2,7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,23,0.009,0.0083,1.52,0.6522,0.913,0.8571,0.3429,0,0,0,1,0.0303,51.75,0.0868,0.0446,0.0316,0,0.0038,0.0038,21,20,2.7952,12.5984,0,7,1,0,0,0,1,0,13625,278,362,442,464,582.05,112,171,243,116.83,0.3043,0,1,1,1,5,1,0,1,1,0,0,1,0,3,0,0,1,1,0,2,0,4,6,0,0,1,0,1,4,1,7,0,1,0,0,0,1,0,0,0.0,0.0435,0.0,0.0,0.0,0.0435,0.0,0.0
190,21,0.0083,0.0076,1.0,0.9524,0.9524,0.9,0.0,0,0,1,0,0.0,,0.031,0,0.0286,0,0.0015,0.0015,0,17,2.7952,12.6045,0,0,0,0,0,0,0,0,1735,86,86,101,112,86.75,0,0,0,0,0.0,0,1,1,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,19,0.0076,0.0068,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0281,0.0045,0.0233,0,0.0015,0.0015,1,16,2.7956,12.6103,0,0,1,0,0,0,0,0,714,36,36,45,55,37.58,0,0,0,0,0.0,0,1,1,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,0,0,1,0,0,0,2,7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,19,0.0076,0.0068,1.05,0.9474,1.0,1.0,0.05,0,0,0,0,0.0,79.0,0.0354,0.0122,0.0224,0,0.0019,0.0019,4,17,2.797,12.6164,0,3,1,0,0,0,0,0,3137,153,153,191,224,157.05,153,153,153,153,0.0526,0,1,1,1,5,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,1,5,0,0,1,0,0,1,2,6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,19,0.0076,0.0068,1.16,0.8421,0.9474,0.8333,0.1364,0,0,0,1,0.0,51.33,0.0347,0.0098,0.022,0,0.0018,0.0018,5,17,2.7988,12.6226,0,4,1,0,0,0,0,0,4117,197,227,255,298,220.33,71,80,80,50.33,0.1579,0,1,1,1,5,1,0,1,0,0,0,0,0,3,0,0,1,0,0,1,1,1,5,0,0,1,0,0,2,2,6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,18,0.0072,0.0065,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0222,0.0048,0.0174,0,0.0012,0.0012,1,14,2.7992,12.6276,0,0,1,0,0,0,0,0,1144,62,62,74,97,63.56,0,0,0,0,0.0,0,1,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,18,0.0072,0.0065,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0211,0.0044,0.0166,0,0.0012,0.0012,1,13,2.7996,12.6323,0,0,1,0,0,0,0,0,887,48,48,59,64,49.28,0,0,0,0,0.0,0,1,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,18,0.0072,0.0065,1.11,0.8889,1.0,1.0,0.1,0,0,0,0,0.0,51.5,0.027,0.0033,0.0237,0,0.0015,0.0015,1,16,2.7999,12.6381,0,0,1,0,0,0,0,0,1730,75,87,115,135,91.83,15,62,62,38.5,0.1111,0,1,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,18,0.0072,0.0065,1.06,0.9444,1.0,0.9444,0.0526,0,0,0,0,0.0,0.0,0.0234,0.003,0.0203,0,0.0013,0.0013,1,13,2.8003,12.6428,0,0,1,0,0,0,0,0,1485,80,80,95,120,82.5,0,0,0,0,0.0556,0,1,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,18,0.0072,0.0065,1.06,0.9444,1.0,0.9444,0.0526,0,0,0,0,0.0,32.0,0.0387,0.0194,0.0191,0,0.0022,0.0022,5,14,2.8021,12.6478,0,3,1,0,0,0,0,0,3964,216,216,240,375,218.22,36,36,36,36,0.0556,0,1,1,1,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,3,0,0,1,0,1,1,2,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,18,0.0072,0.0065,2.11,0.5,0.9444,1.0,0.5263,0,0,0,1,0.027,40.35,0.1307,0.1002,0.0279,0,0.0073,0.0073,32,19,2.8136,12.6547,0,15,1,0,0,1,0,0,14101,328,574,784,1034,619.24,147,273,328,178.7,0.5,0,1,1,1,4,1,0,1,0,0,5,1,1,4,0,0,5,0,0,1,1,2,4,0,0,1,0,2,4,2,5,0,0,1,1,0,0,1,2,0.0,0.0,0.0556,0.0556,0.0,0.0,0.0556,0.1111
200,17,0.0068,0.0061,1.0,1.0,1.0,0.9412,0.0,0,0,0,0,0.0,,0.0209,0.0028,0.0181,0,0.0012,0.0012,1,13,2.814,12.6593,0,0,1,0,0,0,0,0,743,42,42,56,59,43.71,0,0,0,0,0.0,0,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,17,0.0068,0.0061,1.06,0.9412,1.0,1.0,0.0556,0,0,0,0,0.0,18.0,0.0202,0.0036,0.0164,0,0.0012,0.0012,1,14,2.8143,12.6644,0,0,1,0,0,0,0,0,1204,67,69,87,100,69.71,19,19,19,19,0.0588,0,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,17,0.0068,0.0061,1.06,0.9412,1.0,0.9412,0.0556,0,0,0,0,0.0,71.0,0.0196,0.0031,0.0164,0,0.0012,0.0012,1,15,2.8147,12.6698,0,0,1,0,0,0,0,0,1872,95,95,125,158,103.24,117,117,117,117,0.0588,0,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,17,0.0068,0.0061,1.06,0.9412,1.0,0.9412,0.0556,0,0,0,0,0.0,66.0,0.0234,0.0059,0.0173,0,0.0014,0.0014,2,15,2.8154,12.6752,0,0,1,0,0,0,0,0,1144,61,61,68,90,64.12,54,54,54,54,0.0588,0,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,17,0.0068,0.0061,1.24,0.9412,1.0,1.0,0.1905,0,0,0,0,0.0,44.5,0.0226,0.0071,0.0154,0,0.0013,0.0013,2,14,2.8161,12.6802,0,1,1,0,0,0,0,0,2016,95,99,108,125,93.41,18,43,367,107,0.0588,0,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,17,0.0068,0.0061,1.06,0.9412,1.0,1.0,0.0556,0,0,0,0,0.0,0.0,0.0204,0.0043,0.0158,0,0.0012,0.0012,1,14,2.8165,12.6853,0,0,1,0,0,0,0,0,1729,79,79,97,134,101.71,0,0,0,0,0.0588,0,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,17,0.0068,0.0061,1.18,0.8824,1.0,0.8824,0.15,0,0,0,0,0.0,73.0,0.0226,0.0064,0.0161,0,0.0013,0.0013,2,15,2.8172,12.6907,0,1,1,0,0,0,0,0,1666,69,77,103,149,87.53,61,71,71,59.33,0.1176,0,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,17,0.0068,0.0061,1.24,0.7647,1.0,0.9412,0.1905,0,0,0,0,0.0,32.0,0.0245,0.004,0.0197,0,0.0014,0.0014,2,17,2.818,12.6968,0,0,1,0,0,0,0,0,4278,205,230,270,329,232.47,51,64,176,81.5,0.2353,0,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,17,0.0068,0.0061,1.29,0.7647,1.0,0.9412,0.2273,0,0,0,0,0.0909,47.0,0.1031,0.0846,0.0167,0,0.0061,0.0061,17,16,2.8241,12.7026,0,13,1,0,0,2,0,0,4149,162,200,276,377,224.41,36,143,155,66.8,0.2353,0,1,1,1,3,1,0,1,0,0,5,0,0,0,0,0,7,0,0,0,1,2,3,0,0,1,0,1,1,1,5,0,0,0,2,0,0,0,2,0.0,0.0,0.0,0.1176,0.0,0.0,0.0,0.1176
209,17,0.0068,0.0061,2.41,0.5294,0.9412,0.875,0.6098,0,1,0,1,0.0,37.12,0.1612,0.1046,0.0547,0,0.0095,0.0095,25,32,2.8331,12.7141,0,14,0,0,0,0,0,0,14579,306,528,661,864,566.25,158,306,494,220.76,0.4706,0,1,1,1,3,1,0,1,0,0,4,2,0,3,0,0,3,0,0,1,0,13,4,0,0,1,0,2,2,1,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,16,0.0065,0.0058,1.06,0.9375,1.0,0.875,0.0588,0,0,0,0,0.0,67.0,0.0269,0.0031,0.0235,0,0.0017,0.0017,1,13,2.8335,12.7188,0,0,1,0,0,0,0,0,1258,73,73,86,107,76.13,40,40,40,40,0.0625,0,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,16,0.0065,0.0058,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0306,0.0068,0.0236,0,0.0019,0.0019,3,13,2.8345,12.7235,0,1,1,0,0,0,0,0,1646,97,97,123,147,102.88,0,0,0,0,0.0,0,1,1,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,1,0,2,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,16,0.0065,0.0058,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.03,0.0061,0.0236,0,0.0019,0.0019,2,14,2.8353,12.7286,0,1,1,0,0,0,0,0,1658,103,103,121,144,103.63,0,0,0,0,0.0,0,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,16,0.0065,0.0058,1.06,0.9375,1.0,0.9375,0.0588,0,0,0,0,0.0,54.0,0.0264,0.0023,0.0238,0,0.0016,0.0016,1,12,2.8356,12.7329,0,0,1,0,0,0,0,0,1318,79,79,104,113,82.38,0,0,0,0,0.0625,0,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,16,0.0065,0.0058,1.25,0.8125,1.0,0.9375,0.2,0,0,0,0,0.0,56.75,0.051,0.0243,0.0258,0,0.0032,0.0032,5,17,2.8374,12.739,0,3,1,0,0,0,0,0,5314,185,185,303,366,295.06,116,188,263,148.25,0.1875,0,1,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,3,2,0,0,1,0,1,0,2,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,16,0.0065,0.0058,1.13,0.875,1.0,0.9375,0.1111,0,0,0,0,0.1111,66.0,0.0372,0.0285,0.0086,0,0.0023,0.0023,5,13,2.8392,12.7437,0,3,1,0,1,0,0,0,2575,124,125,178,274,157.56,0,54,54,27,0.125,0,1,1,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0,1,0,1,1,1,4,1,0,0,0,1,0,1,0,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0
216,16,0.0065,0.0058,1.0,1.0,1.0,0.9375,0.0,0,0,0,0,0.0,,0.0215,0.0029,0.0183,0,0.0013,0.0013,1,12,2.8396,12.748,0,0,1,0,0,0,0,0,1170,61,61,89,115,73.13,0,0,0,0,0.0,0,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,16,0.0065,0.0058,1.0,1.0,1.0,0.9375,0.0,1,0,1,0,0.0,,0.025,0.003,0.0218,0,0.0016,0.0016,1,13,2.8399,12.7527,0,0,1,0,0,0,0,0,1831,115,115,132,167,114.44,0,0,0,0,0.0,0,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,2,4,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0
218,15,0.0061,0.0054,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0223,0.0056,0.0166,0,0.0015,0.0015,3,13,2.841,12.7574,0,1,1,0,0,0,0,0,1580,93,93,137,161,105.33,0,0,0,0,0.0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,15,0.0061,0.0054,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0182,0.0031,0.015,0,0.0012,0.0012,1,13,2.8414,12.7621,0,0,1,0,0,0,0,0,2062,140,140,161,177,137.47,0,0,0,0,0.0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
