level,playing_user,funnel_rate,funnel_rate_sanity,avg_attempts,1st_attempts_win,level_pass_rate,level_continue_rate,level_fail_rate,win_dropped_users_cohort,lose_dropped_users_cohort,win_dropped_users_realtime,lose_dropped_users_realtime,avg_booster_usage,avg_progress,ad_revenue,ad_rw_revenue,ad_is_revenue,iap_revenue,arpu,ad_arpu,rw_imp,is_imp,cum_avg_rw_imp,cum_avg_is_imp,paying_user,rw_star_imp,rw_coin_imp,rw_heart_imp,rw_hint_booster_imp,rw_eraser_booster_imp,rw_wand_booster_imp,rw_grid_booster_imp,total_duration,median_duration,win_duration_p50,win_duration_p75,win_duration_p90,win_duration_avg,lose_duration_p50,lose_duration_p75,lose_duration_p90,lose_duration_avg,replay_rate,us_playing_user,de_playing_user,jp_playing_user,ru_playing_user,br_playing_user,tr_playing_user,es_playing_user,fr_playing_user,mx_playing_user,us_rw_imp,de_rw_imp,jp_rw_imp,ru_rw_imp,br_rw_imp,tr_rw_imp,es_rw_imp,fr_rw_imp,mx_rw_imp,us_is_imp,de_is_imp,jp_is_imp,ru_is_imp,br_is_imp,tr_is_imp,es_is_imp,fr_is_imp,mx_is_imp,t1_rw_user,t2_rw_user,t1_is_user,t2_is_user,resource_source_hint,resource_source_wand,resource_source_grid,resource_source_eraser,resource_sink_hint,resource_sink_wand,resource_sink_grid,resource_sink_eraser,avg_res_src_hint,avg_res_src_wand,avg_res_src_grid,avg_res_src_eraser,avg_res_sink_hint,avg_res_sink_wand,avg_res_sink_grid,avg_res_sink_eraser
315,7,0.0027,0.0027,1.0,1.0,1.0,0.8571,0.0,0,0,0,0,0.0,,0.0072,0.0039,0.0033,0,0.001,0.001,2,3,4.5673,10.9026,0,0,2,0,0,0,0,0,367,47,47,52,109,52.43,0,0,0,0,0.0,0,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,7,0.0027,0.0027,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0082,0.0043,0.0039,0,0.0012,0.0012,2,4,4.5681,10.9041,0,0,2,0,0,0,0,0,1202,173,173,227,291,171.71,0,0,0,0,0.0,0,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,7,0.0027,0.0027,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0111,0.008,0.0031,0,0.0016,0.0016,3,3,4.5692,10.9053,0,0,3,0,0,0,0,0,467,66,66,72,135,66.71,0,0,0,0,0.0,0,3,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,7,0.0027,0.0027,1.14,0.8571,1.0,1.0,0.125,0,0,0,0,0.125,9.0,0.0321,0.0285,0.0034,0,0.0046,0.0046,12,4,4.5739,10.9069,0,9,3,0,0,0,0,0,2505,250,291,521,656,353.71,29,29,29,29,0.1429,0,3,0,1,0,1,0,0,1,0,3,0,1,0,0,0,0,8,0,3,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0
319,7,0.0027,0.0027,1.0,1.0,1.0,0.7143,0.0,0,0,0,0,0.1429,,0.015,0.0118,0.0031,0,0.0021,0.0021,5,3,4.5759,10.9081,0,1,3,0,0,0,0,1,1548,172,172,247,499,221.14,0,0,0,0,0.0,0,3,0,1,0,1,0,0,1,0,3,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,0,0,1,0,0.0,0.0,0.1429,0.0,0.0,0.0,0.1429,0.0
320,7,0.0027,0.0027,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0147,0.012,0.0026,0,0.0021,0.0021,3,3,4.5771,10.9092,0,0,3,0,0,0,0,0,879,95,95,158,243,125.57,0,0,0,0,0.0,0,3,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,7,0.0027,0.0027,1.0,1.0,1.0,0.8571,0.0,0,0,0,0,0.0,,0.0167,0.0121,0.0046,0,0.0024,0.0024,3,3,4.5782,10.9104,0,0,3,0,0,0,0,0,578,74,74,108,164,82.57,0,0,0,0,0.0,0,3,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,7,0.0027,0.0027,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0154,0.0127,0.0027,0,0.0022,0.0022,3,3,4.5794,10.9116,0,0,3,0,0,0,0,0,560,66,66,93,158,80,0,0,0,0,0.0,0,3,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,7,0.0027,0.0027,1.14,0.8571,1.0,1.0,0.125,0,0,0,0,0.25,7.0,0.018,0.0127,0.0049,0,0.0026,0.0026,3,4,4.5806,10.9131,0,0,3,0,0,0,0,0,1482,169,181,260,399,206.71,35,35,35,35,0.1429,0,3,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,2,2,1,0,0,1,0,0,0,1,0,0.0,0.0,0.1429,0.0,0.0,0.0,0.1429,0.0
324,7,0.0027,0.0027,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0156,0.013,0.0025,0,0.0022,0.0022,3,3,4.5818,10.9143,0,0,3,0,0,0,0,0,653,73,73,114,212,93.29,0,0,0,0,0.0,0,3,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,7,0.0027,0.0027,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0128,0.0102,0.0024,0,0.0018,0.0018,3,3,4.5829,10.9155,0,0,3,0,0,0,0,0,585,71,71,86,164,83.57,0,0,0,0,0.0,0,3,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,7,0.0027,0.0027,1.0,1.0,1.0,0.8571,0.0,0,0,1,0,0.0,,0.01,0.0075,0.0025,0,0.0014,0.0014,2,3,4.5837,10.9167,0,0,2,0,0,0,0,0,288,34,34,40,88,41.14,0,0,0,0,0.0,0,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,6,0.0023,0.0023,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0106,0.0076,0.0028,0,0.0018,0.0018,2,3,4.5845,10.9178,0,0,2,0,0,0,0,0,395,63,63,82,84,65.83,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,6,0.0023,0.0023,1.0,1.0,1.0,0.8333,0.0,0,0,0,0,0.0,,0.0114,0.0084,0.0026,0,0.0019,0.0019,3,3,4.5857,10.919,0,1,2,0,0,0,0,0,1578,249,249,282,335,263,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,6,0.0023,0.0023,1.67,0.6667,1.0,0.8333,0.4,0,0,0,0,0.0,40.75,0.0292,0.0245,0.0013,0,0.0049,0.0049,7,2,4.5884,10.9198,0,5,2,0,0,0,0,0,3869,432,520,599,655,519.67,0,319,432,187.75,0.3333,0,2,0,1,0,1,0,0,1,0,5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,6,0.0023,0.0023,1.5,0.8333,1.0,1.0,0.3333,0,0,0,0,0.0,82.0,0.0098,0.0074,0.0021,0,0.0016,0.0016,2,3,4.5892,10.921,0,0,2,0,0,0,0,0,1443,148,148,167,245,162.5,133,217,217,156,0.1667,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,6,0.0023,0.0023,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0078,0.0056,0.0022,0,0.0013,0.0013,2,3,4.59,10.9221,0,0,2,0,0,0,0,0,298,42,42,64,73,49.67,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,6,0.0023,0.0023,2.17,0.8333,1.0,1.0,0.5385,0,0,0,0,0.0,36.0,0.0122,0.0108,0.0012,0,0.002,0.002,3,2,4.5912,10.9229,0,0,3,0,0,0,0,0,1940,147,147,177,220,163.5,140,170,219,137,0.1667,0,2,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,6,0.0023,0.0023,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0096,0.0072,0.0024,0,0.0016,0.0016,2,3,4.5919,10.9241,0,0,2,0,0,0,0,0,515,78,78,95,122,85.83,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,6,0.0023,0.0023,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0097,0.0072,0.0024,0,0.0016,0.0016,2,3,4.5927,10.9253,0,0,2,0,0,0,0,0,674,108,108,119,133,112.33,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,6,0.0023,0.0023,1.0,1.0,1.0,0.8333,0.0,0,0,1,0,0.0,,0.0071,0.0055,0.0017,0,0.0012,0.0012,2,2,4.5935,10.9261,0,0,2,0,0,0,0,0,333,52,52,58,78,55.5,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,5,0.002,0.002,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0075,0.0052,0.0023,0,0.0015,0.0015,2,2,4.5943,10.9268,0,0,2,0,0,0,0,0,252,54,54,57,60,50.4,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,5,0.002,0.002,1.0,1.0,1.0,0.6,0.0,0,0,0,0,0.0,,0.0067,0.0053,0.0014,0,0.0013,0.0013,2,1,4.5951,10.9272,0,0,2,0,0,0,0,0,639,121,121,128,170,127.8,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,5,0.002,0.002,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0065,0.0046,0.0019,0,0.0013,0.0013,2,2,4.5959,10.928,0,0,2,0,0,0,0,0,839,149,149,167,249,167.8,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,5,0.002,0.002,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0091,0.0073,0.0014,0,0.0018,0.0018,2,2,4.5966,10.9288,0,0,2,0,0,0,0,0,1455,285,285,316,364,291,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,5,0.002,0.002,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0085,0.0072,0.0013,0,0.0017,0.0017,2,2,4.5974,10.9296,0,0,2,0,0,0,0,0,239,47,47,50,65,47.8,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,5,0.002,0.002,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0062,0.0048,0.0014,0,0.0012,0.0012,2,2,4.5982,10.9304,0,0,2,0,0,0,0,0,468,83,83,99,133,93.6,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,5,0.002,0.002,1.0,1.0,1.0,0.8,0.0,0,0,0,0,0.0,,0.0063,0.0047,0.0015,0,0.0013,0.0013,2,2,4.599,10.9311,0,0,2,0,0,0,0,0,764,148,148,149,210,152.8,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,5,0.002,0.002,1.0,1.0,1.0,0.8,0.0,0,0,0,0,0.0,,0.0558,0.0541,0.0017,0,0.0112,0.0112,11,2,4.6033,10.9319,0,9,2,0,0,0,0,0,2676,567,567,569,644,535.2,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,4,0,1,0,0,0,0,6,0,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,5,0.002,0.002,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0107,0.008,0.0025,0,0.0021,0.0021,2,2,4.6041,10.9327,0,0,2,0,0,0,0,0,321,59,59,62,92,64.2,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,5,0.002,0.002,1.0,1.0,1.0,0.8,0.0,0,0,0,0,0.0,,0.011,0.0091,0.0019,0,0.0022,0.0022,2,2,4.6049,10.9335,0,0,2,0,0,0,0,0,444,74,74,117,128,88.8,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,5,0.002,0.002,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0101,0.0074,0.0026,0,0.002,0.002,2,2,4.6056,10.9343,0,0,2,0,0,0,0,0,282,57,57,65,69,56.4,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,5,0.002,0.002,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0086,0.006,0.0025,0,0.0017,0.0017,2,2,4.6064,10.9351,0,0,2,0,0,0,0,0,211,42,42,49,53,42.2,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,5,0.002,0.002,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0149,0.0132,0.0016,0,0.003,0.003,4,2,4.608,10.9358,0,2,2,0,0,0,0,0,944,170,170,215,281,188.8,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,5,0.002,0.002,1.0,1.0,1.0,0.8,0.0,0,0,0,0,0.0,,0.0068,0.0053,0.0015,0,0.0014,0.0014,2,2,4.6088,10.9366,0,0,2,0,0,0,0,0,439,79,79,95,124,87.8,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,5,0.002,0.002,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0061,0.0047,0.0014,0,0.0012,0.0012,2,2,4.6095,10.9374,0,0,2,0,0,0,0,0,641,78,78,90,328,128.2,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,5,0.002,0.002,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0061,0.0047,0.0014,0,0.0012,0.0012,2,2,4.6103,10.9382,0,0,2,0,0,0,0,0,433,90,90,92,117,86.6,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,5,0.002,0.002,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.006,0.0046,0.0013,0,0.0012,0.0012,2,2,4.6111,10.939,0,0,2,0,0,0,0,0,429,77,77,101,108,85.8,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,5,0.002,0.002,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0093,0.008,0.0013,0,0.0019,0.0019,3,2,4.6123,10.9397,0,1,2,0,0,0,0,0,957,174,174,180,302,191.4,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,5,0.002,0.002,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0059,0.0045,0.0013,0,0.0012,0.0012,2,2,4.6131,10.9405,0,0,2,0,0,0,0,0,909,176,176,180,243,181.8,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,5,0.002,0.002,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0061,0.0047,0.0014,0,0.0012,0.0012,2,2,4.6138,10.9413,0,0,2,0,0,0,0,0,342,63,63,77,80,68.4,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,5,0.002,0.002,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0103,0.0086,0.0017,0,0.0021,0.0021,3,2,4.615,10.9421,0,1,2,0,0,0,0,0,608,109,109,134,167,121.6,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,5,0.002,0.002,1.2,0.8,1.0,1.0,0.1667,0,0,0,0,0.0,83.0,0.0137,0.0114,0.0022,0,0.0027,0.0027,4,2,4.6166,10.9429,0,2,2,0,0,0,0,0,2092,319,389,394,446,359.6,294,294,294,294,0.2,0,2,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,5,0.002,0.002,1.0,1.0,1.0,0.8,0.0,0,0,1,0,0.0,,0.0145,0.0129,0.0016,0,0.0029,0.0029,5,2,4.6185,10.9437,0,3,2,0,0,0,0,0,1028,204,204,245,267,205.6,0,0,0,0,0.0,0,2,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,4,0.0016,0.0016,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0128,0.0106,0.0021,0,0.0032,0.0032,4,2,4.6201,10.9444,0,3,1,0,0,0,0,0,1444,351,351,418,432,361,0,0,0,0,0.0,0,2,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,4,0.0016,0.0016,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0033,0.0012,0.0021,0,0.0008,0.0008,1,2,4.6205,10.9452,0,0,1,0,0,0,0,0,176,41,41,51,58,44,0,0,0,0,0.0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,4,0.0016,0.0016,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0024,0.001,0.0013,0,0.0006,0.0006,1,2,4.6209,10.946,0,0,1,0,0,0,0,0,239,51,51,68,77,59.75,0,0,0,0,0.0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,4,0.0016,0.0016,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0028,0.001,0.0018,0,0.0007,0.0007,1,2,4.6213,10.9468,0,0,1,0,0,0,0,0,679,147,147,189,208,169.75,0,0,0,0,0.0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,4,0.0016,0.0016,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0029,0.0011,0.0018,0,0.0007,0.0007,1,2,4.6217,10.9476,0,0,1,0,0,0,0,0,345,87,87,89,100,86.25,0,0,0,0,0.0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,4,0.0016,0.0016,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0036,0.0013,0.0023,0,0.0009,0.0009,1,2,4.6221,10.9484,0,0,1,0,0,0,0,0,598,140,140,164,191,149.5,0,0,0,0,0.0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,4,0.0016,0.0016,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0026,0.0011,0.0015,0,0.0006,0.0006,1,2,4.6225,10.9491,0,0,1,0,0,0,0,0,303,72,72,83,87,75.75,0,0,0,0,0.0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,4,0.0016,0.0016,1.0,1.0,1.0,0.75,0.0,0,0,0,0,0.0,,0.0035,0.0009,0.0025,0,0.0009,0.0009,1,2,4.6228,10.9499,0,0,1,0,0,0,0,0,111,25,25,28,33,27.75,0,0,0,0,0.0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,4,0.0016,0.0016,1.0,1.0,1.0,0.75,0.0,0,0,0,0,0.0,,0.0037,0,0.0037,0,0.0009,0.0009,0,3,4.6228,10.9511,0,0,0,0,0,0,0,0,171,40,40,42,50,42.75,0,0,0,0,0.0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,4,0.0016,0.0016,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0037,0,0.0035,0,0.0009,0.0009,0,3,4.6228,10.9523,0,0,0,0,0,0,0,0,791,159,159,204,281,197.75,0,0,0,0,0.0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,4,0.0016,0.0016,1.0,0.75,0.75,1.0,0.25,0,0,0,1,0.0,65.0,0.0089,0.0053,0.0034,0,0.0022,0.0022,1,3,4.6232,10.9534,0,1,0,0,0,0,0,0,1564,379,451,519,519,449.67,215,215,215,215,0.0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
